,AGE,DRIVING_EXPERIENCE,CREDIT_SCORE,VEHICLE_OWNERSHIP,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,sports car,minority,before 2015,male,ENCODED_EDUCATION,ENCODED_INCOME
5926,52.0,14.5,0.4749769581771188,1.0,1.0,0.0,12000.0,2,0,1,0.0,0,0,0,1,2.0,3.0
5927,72.5,45.0,0.6325632210270822,1.0,1.0,0.0,14000.0,12,0,1,0.0,0,0,1,1,1.0,3.0
5928,32.5,14.5,0.487077886333249,1.0,1.0,1.0,11000.0,1,0,2,1.0,0,0,1,1,2.0,3.0
5929,72.5,45.0,0.6792196784305438,1.0,0.0,0.0,14000.0,2,1,4,0.0,0,0,1,0,2.0,3.0
5930,52.0,24.5,0.3685388519924869,1.0,1.0,1.0,12000.0,0,0,1,0.0,0,0,1,0,0.0,1.0
5931,72.5,14.5,0.5158128096027941,0.0,1.0,1.0,12000.0,2,0,3,0.0,0,1,1,1,0.0,1.0
5932,72.5,14.5,0.597930261239771,0.0,1.0,1.0,8000.0,1,1,2,0.0,0,0,0,1,2.0,3.0
5933,32.5,14.5,0.3290069975625745,1.0,1.0,0.0,13000.0,4,0,1,0.0,0,0,1,0,1.0,1.0
5934,32.5,14.5,0.5720190012201976,1.0,0.0,0.0,17000.0,0,0,1,1.0,0,0,1,0,0.0,0.0
5935,20.5,4.5,0.4486251557238624,0.0,0.0,0.0,15000.0,0,0,0,0.0,0,0,0,1,0.0,0.0
5936,72.5,45.0,0.5636668854459116,1.0,0.0,1.0,14000.0,3,0,0,0.0,0,0,0,0,2.0,3.0
5937,32.5,14.5,0.5740703427625669,0.0,0.0,1.0,11697.003206900365,0,0,1,0.0,0,0,1,0,1.0,1.0
5938,32.5,14.5,0.5601355746697445,0.0,1.0,1.0,9000.0,0,0,3,0.0,0,0,1,1,2.0,2.0
5939,20.5,4.5,0.5316142276694357,1.0,0.0,0.0,15000.0,0,0,0,0.0,0,0,0,1,2.0,3.0
5940,52.0,24.5,0.5065479620081467,1.0,1.0,1.0,14000.0,0,0,3,0.0,0,0,0,0,1.0,3.0
5941,52.0,14.5,0.4517846632422784,0.0,1.0,0.0,13000.0,0,0,1,0.0,0,0,1,1,0.0,2.0
5942,32.5,14.5,0.5667507946435171,0.0,0.0,1.0,13000.0,1,0,1,0.0,0,0,1,0,0.0,2.0
5943,72.5,14.5,0.7656532226479698,1.0,1.0,1.0,14000.0,0,0,0,0.0,0,0,0,0,1.0,3.0
5944,72.5,45.0,0.6131527816300589,1.0,1.0,1.0,10000.0,1,1,1,0.0,0,0,1,0,1.0,3.0
5945,52.0,4.5,0.5158128096027941,1.0,1.0,1.0,13000.0,0,0,0,0.0,0,0,1,0,2.0,3.0
5946,32.5,14.5,0.520361933319309,0.0,1.0,1.0,11000.0,8,1,0,1.0,0,0,1,1,1.0,1.0
5947,20.5,4.5,0.2912171614439346,0.0,0.0,0.0,15000.0,0,0,0,0.0,0,0,0,1,0.0,0.0
5948,32.5,14.5,0.6143091187985138,1.0,0.0,1.0,16000.0,0,1,1,0.0,0,0,1,1,1.0,3.0
5949,72.5,45.0,0.4929097912257744,1.0,0.0,1.0,14000.0,0,0,3,0.0,0,0,0,1,2.0,3.0
5950,52.0,14.5,0.5905539391443677,1.0,0.0,1.0,7000.0,4,0,1,1.0,0,1,0,1,2.0,3.0
5951,72.5,24.5,0.6287561730711299,1.0,1.0,1.0,7000.0,3,1,9,0.0,0,0,1,1,2.0,3.0
5952,52.0,4.5,0.6036277666982275,1.0,1.0,1.0,8000.0,0,0,0,0.0,0,0,0,1,1.0,3.0
5953,32.5,14.5,0.3715865728965999,0.0,1.0,1.0,11000.0,1,2,0,1.0,0,0,1,0,1.0,1.0
5954,20.5,4.5,0.4881438891213016,1.0,1.0,0.0,10000.0,0,0,0,0.0,0,0,1,0,1.0,2.0
5955,52.0,14.5,0.5575721093560834,1.0,0.0,1.0,11000.0,1,0,0,0.0,0,0,1,0,1.0,1.0
5956,20.5,4.5,0.3264579937281718,0.0,0.0,0.0,12000.0,0,0,0,1.0,0,0,1,0,0.0,0.0
5957,32.5,14.5,0.4258439631405441,1.0,0.0,0.0,14000.0,0,1,2,0.0,0,0,1,1,1.0,1.0
5958,52.0,24.5,0.7795065148716414,1.0,0.0,1.0,12000.0,1,0,1,0.0,0,0,1,0,1.0,3.0
5959,20.5,4.5,0.5158128096027941,1.0,0.0,0.0,12000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
5960,72.5,24.5,0.5158128096027941,1.0,1.0,1.0,13000.0,4,0,1,0.0,0,0,0,0,2.0,3.0
5961,32.5,14.5,0.4846411600523535,1.0,1.0,1.0,8000.0,1,0,1,0.0,1,0,1,0,2.0,3.0
5962,72.5,14.5,0.7896970696998267,1.0,1.0,1.0,6000.0,4,0,1,0.0,0,0,0,1,2.0,3.0
5963,20.5,4.5,0.2424003611667906,1.0,1.0,0.0,11000.0,0,0,0,1.0,0,0,1,0,1.0,0.0
5964,32.5,4.5,0.1597997577289595,1.0,1.0,1.0,11000.0,0,0,0,1.0,0,0,1,1,0.0,1.0
5965,52.0,24.5,0.578141860005645,1.0,1.0,1.0,11000.0,3,1,1,0.0,0,0,1,0,2.0,3.0
5966,20.5,4.5,0.3891654356598959,1.0,0.0,0.0,13000.0,0,0,0,0.0,0,0,1,1,2.0,2.0
5967,72.5,4.5,0.5495982093884995,0.0,0.0,1.0,12000.0,0,0,0,1.0,0,0,0,0,2.0,3.0
5968,52.0,24.5,0.6347520505605626,1.0,0.0,1.0,13000.0,0,1,1,0.0,0,0,0,0,1.0,3.0
5969,52.0,24.5,0.5400961168528494,1.0,0.0,1.0,14000.0,0,0,2,0.0,0,1,0,1,1.0,2.0
5970,72.5,24.5,0.7337520945037399,1.0,0.0,1.0,16000.0,0,0,1,0.0,0,0,0,0,2.0,3.0
5971,72.5,4.5,0.5702930111850311,1.0,1.0,0.0,15000.0,0,0,0,0.0,0,0,0,1,1.0,3.0
5972,52.0,14.5,0.4731626917961498,0.0,1.0,1.0,11000.0,2,0,1,1.0,0,0,0,1,2.0,3.0
5973,52.0,4.5,0.4961001371598092,1.0,1.0,0.0,14000.0,0,0,0,0.0,0,1,0,0,0.0,3.0
5974,20.5,4.5,0.3814843303206452,1.0,0.0,0.0,13000.0,0,0,0,1.0,0,0,1,0,0.0,0.0
5975,32.5,14.5,0.506732545026241,0.0,0.0,0.0,11697.003206900365,0,3,2,0.0,0,0,1,1,2.0,1.0
5976,32.5,4.5,0.5166292248757678,1.0,0.0,1.0,14000.0,0,0,0,0.0,0,0,0,0,1.0,3.0
5977,32.5,4.5,0.53871249386506,1.0,0.0,1.0,13000.0,0,0,0,0.0,0,0,1,0,1.0,2.0
5978,52.0,4.5,0.7465386189361777,1.0,1.0,1.0,9000.0,0,0,0,1.0,0,0,1,1,2.0,3.0
5979,72.5,14.5,0.6971250545224917,1.0,1.0,1.0,13000.0,0,0,1,0.0,0,0,0,0,1.0,3.0
5980,32.5,4.5,0.6510711524615646,0.0,1.0,1.0,10000.0,0,0,0,1.0,0,0,1,0,1.0,2.0
5981,52.0,24.5,0.5528164567089305,0.0,0.0,1.0,17000.0,3,0,2,0.0,0,1,1,1,2.0,2.0
5982,72.5,14.5,0.5158128096027941,1.0,1.0,1.0,9000.0,10,0,2,1.0,0,0,1,1,2.0,3.0
5983,52.0,24.5,0.7014907761446307,1.0,1.0,1.0,9000.0,2,0,2,0.0,0,0,1,0,0.0,3.0
5984,52.0,24.5,0.5853750508670569,1.0,0.0,1.0,15000.0,2,0,2,0.0,0,0,1,1,1.0,2.0
5985,32.5,14.5,0.5123501239909536,1.0,0.0,1.0,16000.0,1,0,0,0.0,0,0,1,0,0.0,1.0
5986,52.0,24.5,0.496045020174952,0.0,1.0,1.0,7000.0,5,0,2,0.0,0,0,0,1,2.0,3.0
5987,32.5,14.5,0.3942314948079178,0.0,0.0,0.0,11697.003206900365,2,1,1,1.0,1,0,1,1,0.0,0.0
5988,20.5,4.5,0.3489212338027023,0.0,0.0,1.0,11697.003206900365,0,0,0,1.0,0,0,1,1,1.0,0.0
5989,20.5,4.5,0.4111577555058825,0.0,0.0,0.0,15000.0,0,0,0,1.0,0,0,1,1,1.0,0.0
5990,52.0,24.5,0.5158128096027941,1.0,1.0,1.0,8000.0,4,0,0,0.0,0,0,0,1,2.0,3.0
5991,72.5,14.5,0.5825670543060854,1.0,1.0,1.0,9000.0,6,0,1,1.0,0,0,1,1,1.0,3.0
5992,32.5,14.5,0.6707447711024594,1.0,0.0,1.0,12000.0,3,0,2,0.0,0,0,1,1,2.0,3.0
5993,20.5,4.5,0.5642340865253003,1.0,1.0,0.0,12000.0,0,0,0,1.0,0,0,1,1,2.0,2.0
5994,20.5,4.5,0.5158128096027941,0.0,0.0,0.0,12000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
5995,20.5,4.5,0.4011841772135012,1.0,0.0,1.0,11000.0,0,0,0,0.0,0,0,1,0,0.0,0.0
5996,32.5,14.5,0.4284905011321014,0.0,0.0,0.0,12000.0,1,0,0,0.0,0,1,1,0,1.0,1.0
5997,32.5,4.5,0.5054556403740585,1.0,0.0,0.0,14000.0,0,0,0,0.0,0,1,0,0,0.0,2.0
5998,52.0,24.5,0.3806910508101889,1.0,1.0,0.0,14000.0,2,0,1,1.0,0,0,1,0,0.0,2.0
5999,72.5,45.0,0.7576248110302851,1.0,1.0,1.0,12000.0,0,1,1,0.0,0,0,0,0,1.0,3.0
6000,20.5,4.5,0.5158128096027941,0.0,0.0,0.0,14000.0,0,0,0,1.0,0,0,1,1,2.0,0.0
6001,32.5,14.5,0.6945963049143813,1.0,0.0,1.0,13000.0,0,1,0,0.0,0,0,1,0,2.0,3.0
6002,32.5,14.5,0.3390782143500865,0.0,0.0,1.0,11000.0,2,0,0,0.0,0,0,1,0,2.0,2.0
6003,32.5,14.5,0.6344130362476522,0.0,0.0,0.0,10000.0,2,0,0,1.0,0,0,1,1,2.0,3.0
6004,52.0,24.5,0.560313721776477,1.0,1.0,1.0,8000.0,2,0,2,0.0,0,0,1,0,2.0,3.0
6005,52.0,24.5,0.4576822397720842,1.0,0.0,0.0,13000.0,4,0,6,0.0,0,0,1,1,2.0,3.0
6006,72.5,24.5,0.6032711170547711,1.0,0.0,1.0,11000.0,8,3,0,0.0,0,0,0,1,2.0,3.0
6007,52.0,24.5,0.3808724962351173,0.0,0.0,1.0,12000.0,2,1,0,0.0,0,0,1,1,1.0,1.0
6008,72.5,45.0,0.5101936649397247,0.0,1.0,0.0,10000.0,9,0,6,0.0,0,0,0,1,2.0,3.0
6009,20.5,4.5,0.4517428471098496,1.0,1.0,0.0,11000.0,0,0,0,1.0,0,0,0,1,1.0,3.0
6010,32.5,14.5,0.5265349114410769,1.0,0.0,0.0,14000.0,0,0,2,0.0,0,0,1,1,1.0,1.0
6011,20.5,4.5,0.4455332144904101,1.0,0.0,0.0,9000.0,0,0,0,0.0,0,0,1,0,0.0,0.0
6012,52.0,24.5,0.6998495859148368,1.0,0.0,0.0,12000.0,7,1,0,0.0,0,0,1,0,2.0,3.0
6013,20.5,4.5,0.2859511282028409,0.0,0.0,1.0,11697.003206900365,0,0,0,1.0,0,0,1,0,1.0,0.0
6014,72.5,45.0,0.5158128096027941,1.0,1.0,1.0,9000.0,9,2,0,0.0,0,0,0,0,2.0,3.0
6015,52.0,24.5,0.5824975869671862,1.0,1.0,0.0,10000.0,3,0,2,0.0,0,1,0,1,1.0,3.0
6016,72.5,4.5,0.5073403294926696,0.0,1.0,1.0,11000.0,0,0,0,1.0,0,0,1,0,2.0,3.0
6017,72.5,14.5,0.5528902169259813,1.0,1.0,1.0,9000.0,2,1,5,0.0,0,0,1,1,2.0,3.0
6018,32.5,4.5,0.4689000702579813,1.0,1.0,1.0,7000.0,0,0,0,0.0,0,0,1,1,1.0,1.0
6019,32.5,14.5,0.3259248427333523,0.0,0.0,0.0,13000.0,0,0,4,0.0,0,0,1,1,1.0,1.0
6020,20.5,4.5,0.3763256814265252,1.0,0.0,0.0,16000.0,0,0,0,0.0,0,0,1,0,0.0,0.0
6021,32.5,4.5,0.6428990696502471,1.0,0.0,0.0,10000.0,0,0,0,1.0,0,0,1,0,1.0,3.0
6022,32.5,14.5,0.5581555362878732,0.0,0.0,1.0,10000.0,0,0,1,0.0,0,0,0,0,2.0,2.0
6023,32.5,4.5,0.3884420515433392,1.0,0.0,1.0,12000.0,0,0,0,1.0,0,0,1,1,1.0,2.0
6024,52.0,4.5,0.6876975534249411,1.0,1.0,1.0,9000.0,0,0,0,0.0,0,0,0,0,2.0,3.0
6025,52.0,4.5,0.6694023811378864,1.0,1.0,1.0,10000.0,0,0,0,1.0,0,0,1,0,2.0,3.0
6026,20.5,4.5,0.5158128096027941,0.0,0.0,0.0,11697.003206900365,0,0,0,1.0,0,0,1,0,1.0,0.0
6027,52.0,24.5,0.621404881258166,1.0,0.0,1.0,8000.0,4,1,3,0.0,0,0,0,0,1.0,3.0
6028,72.5,45.0,0.5533812550894135,1.0,1.0,1.0,11697.003206900365,2,2,3,0.0,0,0,0,0,2.0,3.0
6029,20.5,4.5,0.3543835237013797,1.0,1.0,0.0,13000.0,0,0,0,1.0,0,0,1,0,0.0,0.0
6030,52.0,24.5,0.3459138353587543,0.0,0.0,0.0,14000.0,1,0,1,0.0,0,0,1,0,2.0,2.0
6031,20.5,4.5,0.0608666163116088,1.0,0.0,0.0,12000.0,0,0,0,1.0,0,0,1,1,1.0,0.0
6032,20.5,4.5,0.4125268753132208,0.0,0.0,0.0,16000.0,0,0,0,1.0,0,1,1,1,0.0,0.0
6033,72.5,14.5,0.5866381174007745,1.0,0.0,1.0,11697.003206900365,1,0,0,0.0,0,0,1,0,2.0,3.0
6034,52.0,24.5,0.5184003943552707,0.0,1.0,1.0,12000.0,0,1,4,0.0,0,0,1,0,0.0,2.0
6035,32.5,14.5,0.5383930458191597,1.0,1.0,1.0,12000.0,0,0,0,0.0,0,0,1,0,0.0,1.0
6036,52.0,24.5,0.7001759547090198,0.0,1.0,1.0,8000.0,2,0,5,0.0,0,0,1,1,2.0,2.0
6037,32.5,4.5,0.5410847412243212,1.0,0.0,0.0,14000.0,0,0,0,1.0,0,0,1,1,2.0,3.0
6038,20.5,4.5,0.21872019835535,1.0,0.0,0.0,15000.0,0,0,0,1.0,0,1,0,1,0.0,0.0
6039,32.5,14.5,0.6949487338611865,1.0,1.0,1.0,9000.0,1,0,0,0.0,0,0,1,1,2.0,3.0
6040,32.5,14.5,0.3966075387693641,1.0,0.0,1.0,10000.0,4,0,0,0.0,0,0,1,1,1.0,1.0
6041,72.5,45.0,0.5645675373227422,1.0,1.0,1.0,12000.0,2,1,4,0.0,0,0,1,1,2.0,3.0
6042,52.0,24.5,0.478804710369568,0.0,1.0,1.0,9000.0,0,0,4,0.0,0,0,1,1,2.0,3.0
6043,52.0,4.5,0.8370332348694886,0.0,1.0,1.0,11000.0,0,0,0,0.0,0,0,0,0,2.0,2.0
6044,52.0,14.5,0.5171903559665946,1.0,1.0,1.0,9000.0,2,0,0,0.0,0,0,1,0,2.0,3.0
6045,72.5,4.5,0.4385062570849869,1.0,1.0,1.0,8000.0,0,0,0,0.0,0,0,0,0,1.0,3.0
6046,32.5,4.5,0.417634288834272,1.0,1.0,1.0,10000.0,0,0,0,0.0,0,0,1,1,0.0,2.0
6047,20.5,4.5,0.660212050784453,1.0,0.0,0.0,14000.0,0,0,0,1.0,0,0,1,1,2.0,3.0
6048,72.5,45.0,0.5930830824927896,1.0,1.0,1.0,8000.0,5,1,8,0.0,0,0,1,1,1.0,3.0
6049,72.5,14.5,0.6467573927310968,1.0,1.0,1.0,11000.0,0,1,1,0.0,0,0,0,1,2.0,3.0
6050,52.0,24.5,0.5535601281630852,1.0,0.0,1.0,12000.0,0,0,1,0.0,0,0,1,0,1.0,2.0
6051,32.5,14.5,0.4394514155216835,0.0,0.0,0.0,14000.0,0,0,0,1.0,1,0,0,1,0.0,0.0
6052,32.5,14.5,0.5158128096027941,0.0,0.0,0.0,15000.0,0,1,1,1.0,0,0,1,1,2.0,3.0
6053,52.0,24.5,0.5158128096027941,1.0,1.0,1.0,13000.0,2,0,1,0.0,0,0,0,1,1.0,3.0
6054,72.5,45.0,0.6346912841631321,1.0,0.0,1.0,11000.0,7,2,4,0.0,0,0,1,1,1.0,3.0
6055,32.5,14.5,0.5488353569488432,1.0,0.0,0.0,18000.0,1,0,1,0.0,0,0,1,1,2.0,2.0
6056,20.5,4.5,0.4121428969073713,0.0,0.0,1.0,17000.0,0,0,0,1.0,0,0,1,0,1.0,2.0
6057,32.5,4.5,0.6758723453150435,1.0,1.0,1.0,13000.0,0,0,0,1.0,0,0,1,1,2.0,3.0
6058,72.5,45.0,0.6438163735226072,1.0,1.0,1.0,5000.0,6,0,12,0.0,0,0,1,1,2.0,3.0
6059,32.5,14.5,0.5158128096027941,1.0,1.0,1.0,6000.0,1,2,0,0.0,0,1,1,0,1.0,3.0
6060,52.0,14.5,0.4242643876306988,1.0,0.0,1.0,9000.0,1,0,0,1.0,0,0,1,0,1.0,1.0
6061,20.5,4.5,0.2469181726215315,0.0,0.0,0.0,12000.0,0,0,0,1.0,0,0,1,0,1.0,0.0
6062,52.0,4.5,0.5158128096027941,1.0,0.0,1.0,15000.0,0,0,0,0.0,0,0,0,0,1.0,2.0
6063,72.5,14.5,0.5158128096027941,1.0,1.0,1.0,12000.0,0,1,1,0.0,0,0,1,0,2.0,3.0
6064,72.5,45.0,0.6138910760024067,1.0,1.0,1.0,11697.003206900365,2,0,0,0.0,0,0,0,0,1.0,3.0
6065,32.5,4.5,0.4549298945653736,1.0,1.0,1.0,11000.0,0,0,0,1.0,0,0,1,1,0.0,1.0
6066,20.5,4.5,0.3758859383803031,0.0,0.0,0.0,11697.003206900365,0,0,0,1.0,0,0,1,1,1.0,0.0
6067,20.5,4.5,0.4782850721464217,1.0,1.0,0.0,15000.0,0,0,0,0.0,0,0,1,1,2.0,2.0
6068,52.0,24.5,0.5370148267220706,1.0,1.0,1.0,4000.0,13,0,2,0.0,0,0,1,1,2.0,3.0
6069,20.5,4.5,0.3820569054258049,1.0,0.0,0.0,17000.0,0,0,0,1.0,0,0,1,1,1.0,2.0
6070,52.0,24.5,0.3802025577639479,1.0,1.0,1.0,11000.0,3,0,2,0.0,0,0,1,0,1.0,2.0
6071,20.5,4.5,0.6057513265918287,1.0,1.0,1.0,8000.0,0,0,0,0.0,0,0,0,1,2.0,2.0
6072,72.5,24.5,0.7123218578450321,1.0,0.0,1.0,13000.0,3,0,4,0.0,0,1,1,1,1.0,3.0
6073,52.0,24.5,0.6727438741294436,1.0,1.0,0.0,15000.0,1,0,0,0.0,0,0,1,0,1.0,3.0
6074,52.0,4.5,0.4822812248557766,1.0,0.0,1.0,11000.0,0,0,0,0.0,0,0,0,0,2.0,3.0
6075,20.5,4.5,0.3791073032178336,0.0,0.0,0.0,12000.0,0,0,0,1.0,0,0,0,1,1.0,1.0
6076,32.5,14.5,0.7806924095404089,1.0,0.0,0.0,14000.0,0,0,1,1.0,0,0,1,1,1.0,3.0
6077,52.0,24.5,0.7612274339265259,1.0,0.0,1.0,12000.0,10,0,2,0.0,0,0,0,1,1.0,3.0
6078,52.0,24.5,0.6731139341682015,1.0,1.0,1.0,7000.0,1,0,0,0.0,0,1,0,0,1.0,3.0
6079,52.0,24.5,0.6752004195481843,0.0,1.0,1.0,12000.0,5,0,2,0.0,0,0,1,1,2.0,3.0
6080,20.5,4.5,0.6503507350622071,0.0,0.0,0.0,13000.0,0,0,0,1.0,0,0,1,0,1.0,0.0
6081,52.0,24.5,0.7099480194463043,1.0,1.0,1.0,10000.0,0,0,1,0.0,0,0,1,0,1.0,3.0
6082,32.5,14.5,0.7454201673636555,1.0,1.0,1.0,13000.0,0,0,0,0.0,0,0,1,0,2.0,3.0
6083,52.0,24.5,0.4690905208181935,1.0,1.0,1.0,3000.0,4,0,2,0.0,0,0,1,0,1.0,1.0
6084,52.0,24.5,0.6644962988533755,1.0,1.0,1.0,11000.0,1,0,1,0.0,0,1,1,0,2.0,3.0
6085,72.5,45.0,0.4633068402079281,1.0,1.0,1.0,7000.0,2,1,1,0.0,0,0,0,0,1.0,2.0
6086,20.5,4.5,0.5216683640376003,1.0,1.0,1.0,11697.003206900365,0,0,0,1.0,0,0,1,0,1.0,2.0
6087,52.0,14.5,0.6125447655033714,1.0,1.0,0.0,9000.0,3,0,0,0.0,0,0,0,0,1.0,3.0
6088,52.0,14.5,0.5290549281347546,1.0,0.0,1.0,8000.0,2,1,3,0.0,0,0,0,1,1.0,3.0
6089,52.0,14.5,0.4880032225572524,1.0,0.0,1.0,10000.0,2,0,1,0.0,0,0,1,0,2.0,3.0
6090,72.5,45.0,0.6038175577620729,1.0,1.0,1.0,8000.0,5,1,3,0.0,0,0,1,0,1.0,3.0
6091,20.5,4.5,0.4522130268699688,0.0,0.0,0.0,18000.0,0,0,0,1.0,0,0,1,1,2.0,1.0
6092,32.5,14.5,0.4252055414180356,1.0,1.0,0.0,7000.0,4,0,0,0.0,0,0,0,1,2.0,2.0
6093,20.5,4.5,0.6128769381454237,1.0,0.0,1.0,11697.003206900365,0,0,0,1.0,0,0,0,1,2.0,2.0
6094,32.5,14.5,0.5975154414339057,1.0,0.0,1.0,14000.0,0,1,0,0.0,0,1,1,0,2.0,2.0
6095,20.5,4.5,0.3147603326369699,0.0,0.0,0.0,13000.0,0,0,0,1.0,0,0,1,0,2.0,1.0
6096,32.5,14.5,0.4502587002597605,0.0,0.0,0.0,15000.0,0,1,0,1.0,0,1,1,1,1.0,0.0
6097,72.5,4.5,0.6868348054365346,1.0,1.0,1.0,15000.0,0,0,0,0.0,0,1,0,0,1.0,3.0
6098,52.0,24.5,0.5158128096027941,1.0,0.0,1.0,11000.0,6,0,2,0.0,0,0,1,0,1.0,2.0
6099,52.0,24.5,0.5487357488819309,1.0,1.0,1.0,6000.0,6,0,2,0.0,0,0,1,0,2.0,2.0
6100,52.0,14.5,0.5158128096027941,0.0,0.0,1.0,11000.0,1,0,1,0.0,0,1,0,1,2.0,1.0
6101,32.5,14.5,0.5158128096027941,0.0,0.0,0.0,14000.0,1,0,0,0.0,0,0,1,1,0.0,0.0
6102,20.5,4.5,0.2597680122744796,0.0,0.0,0.0,12000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
6103,72.5,45.0,0.4401670910148754,1.0,0.0,0.0,15000.0,4,0,2,0.0,0,0,1,0,1.0,2.0
6104,72.5,45.0,0.7149891993960711,1.0,1.0,1.0,8000.0,9,0,1,0.0,0,0,0,0,2.0,3.0
6105,72.5,45.0,0.5353479404009623,1.0,1.0,1.0,14000.0,7,0,2,0.0,0,0,0,1,2.0,2.0
6106,52.0,24.5,0.4683824152098721,1.0,1.0,1.0,11000.0,1,0,7,0.0,0,0,1,1,1.0,3.0
6107,72.5,24.5,0.5076387987412974,1.0,1.0,1.0,9000.0,1,0,4,0.0,0,0,1,1,2.0,3.0
6108,72.5,24.5,0.7501966025444267,1.0,1.0,1.0,11000.0,7,1,1,0.0,0,0,1,0,2.0,3.0
6109,52.0,24.5,0.6927493545480369,1.0,1.0,1.0,11697.003206900365,0,0,3,0.0,0,0,1,1,1.0,3.0
6110,72.5,4.5,0.5527414519128124,1.0,0.0,1.0,11000.0,0,0,0,0.0,0,0,0,1,1.0,3.0
6111,52.0,24.5,0.7284303462206944,1.0,0.0,1.0,13000.0,3,0,0,0.0,0,0,0,1,0.0,3.0
6112,52.0,24.5,0.6407637923865829,0.0,0.0,1.0,13000.0,2,0,2,0.0,0,0,1,1,2.0,2.0
6113,32.5,4.5,0.4897946292904909,1.0,1.0,1.0,10000.0,0,0,0,0.0,0,0,0,0,2.0,3.0
6114,32.5,14.5,0.3973993818926896,1.0,1.0,1.0,11697.003206900365,1,0,1,0.0,1,0,1,1,2.0,2.0
6115,20.5,4.5,0.4455964170637228,0.0,0.0,0.0,16000.0,0,0,0,1.0,0,0,1,0,0.0,0.0
6116,72.5,14.5,0.6221249967775025,1.0,1.0,1.0,7000.0,4,0,0,0.0,0,0,1,1,2.0,3.0
6117,32.5,14.5,0.486139420446418,0.0,1.0,1.0,7000.0,1,0,3,1.0,0,0,1,1,1.0,2.0
6118,52.0,4.5,0.6316504723118117,1.0,1.0,1.0,10000.0,0,0,0,1.0,0,1,1,1,2.0,3.0
6119,20.5,4.5,0.5158128096027941,1.0,1.0,0.0,11000.0,0,0,0,0.0,1,0,0,1,1.0,2.0
6120,20.5,4.5,0.3119316929779445,1.0,0.0,1.0,10000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
6121,52.0,24.5,0.7083899009884265,1.0,1.0,1.0,7000.0,10,1,1,0.0,0,0,0,1,2.0,3.0
6122,20.5,4.5,0.4876127080154093,1.0,0.0,0.0,17000.0,0,0,0,1.0,0,0,1,1,2.0,2.0
6123,52.0,24.5,0.4010924768506552,1.0,0.0,0.0,15000.0,0,0,1,0.0,0,0,1,0,0.0,0.0
6124,72.5,45.0,0.4093871699095789,1.0,1.0,1.0,14000.0,6,0,3,0.0,0,0,1,1,0.0,2.0
6125,52.0,24.5,0.5158128096027941,0.0,1.0,1.0,11000.0,2,1,1,0.0,1,0,0,0,0.0,2.0
6126,52.0,24.5,0.4873775188543629,0.0,1.0,1.0,9000.0,3,0,2,0.0,0,0,1,0,1.0,2.0
6127,52.0,24.5,0.5566161573304335,1.0,1.0,1.0,12000.0,1,0,4,0.0,0,0,1,0,1.0,2.0
6128,52.0,24.5,0.6441043784151556,1.0,1.0,1.0,15000.0,1,1,0,0.0,0,0,1,0,1.0,3.0
6129,32.5,14.5,0.5158128096027941,0.0,0.0,0.0,14000.0,0,0,2,1.0,0,0,1,1,1.0,0.0
6130,20.5,4.5,0.1871101619206013,0.0,0.0,0.0,13000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
6131,72.5,45.0,0.7186881369000703,1.0,1.0,1.0,11697.003206900365,6,0,3,0.0,0,0,1,0,2.0,3.0
6132,52.0,14.5,0.3724057566439613,1.0,0.0,1.0,12000.0,1,0,0,0.0,0,0,1,0,2.0,2.0
6133,20.5,4.5,0.47813982139298,1.0,0.0,0.0,14000.0,0,0,0,1.0,0,0,1,1,1.0,1.0
6134,20.5,4.5,0.4279793547975768,0.0,0.0,0.0,14000.0,0,0,0,1.0,0,0,1,1,2.0,1.0
6135,32.5,14.5,0.5604666642181956,1.0,1.0,0.0,12000.0,0,1,4,0.0,0,0,0,1,2.0,3.0
6136,20.5,4.5,0.6272576469286919,0.0,1.0,0.0,11000.0,0,0,0,1.0,0,0,1,0,1.0,2.0
6137,32.5,14.5,0.4487564566859073,1.0,0.0,0.0,10000.0,1,0,1,0.0,0,0,1,0,2.0,2.0
6138,32.5,4.5,0.6104363791572813,1.0,1.0,0.0,12000.0,0,0,0,1.0,0,0,1,1,2.0,3.0
6139,52.0,14.5,0.6711793098202495,1.0,1.0,0.0,13000.0,1,1,0,0.0,0,0,1,1,2.0,3.0
6140,32.5,14.5,0.4059780291605985,1.0,0.0,1.0,13000.0,1,0,5,0.0,0,0,1,1,1.0,2.0
6141,20.5,4.5,0.4535993450076283,0.0,1.0,0.0,11697.003206900365,0,0,0,0.0,0,0,1,0,0.0,0.0
6142,52.0,4.5,0.4449921214724386,0.0,0.0,0.0,14000.0,0,0,0,1.0,0,0,1,1,0.0,0.0
6143,20.5,4.5,0.318362716762062,1.0,0.0,0.0,12000.0,0,0,0,0.0,0,1,0,1,2.0,1.0
6144,52.0,14.5,0.5018947292470292,0.0,1.0,1.0,11697.003206900365,2,0,1,1.0,0,1,1,1,1.0,2.0
